batch_id,timestamp_min,cycle_id,pH,ORP_mV,EC_uScm,turbidity_NTU,temp_C,flow_Lmin,UV254_abs,sensor_status,operator_note,instrument_id,acquisition_time_min,ingest_time_min,pressure_drop_kPa,headloss_kPa_per_m,bed_inlet_pressure_kPa,bed_outlet_pressure_kPa,flow_normalized_pressure_residual
B000,26,2,8.244,503.01,4954.16,34.939,25.601,1.159,0.8501,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,27,2,8.247,513.26,4967.21,34.868,25.601,1.152,0.7725,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,28,2,8.25,524.76,4948.75,33.231,25.669,1.146,0.8152,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,29,2,8.141,523.6,4972.66,33.973,25.497,1.146,0.8171,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,30,2,8.197,505.69,4944.46,33.228,25.599,1.151,0.7882,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,31,2,8.22,524.12,4943.28,32.274,25.726,1.186,0.7657,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,32,2,8.209,509.35,4953.21,32.62,25.893,1.153,0.7341,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,33,2,8.171,515.04,4920.13,32.2,25.789,1.17,0.7747,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,34,2,8.203,526.99,4907.93,33.285,25.758,1.138,0.7154,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B000,35,2,8.199,516.92,4940.78,30.029,25.723,1.177,0.6893,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B001,0,0,7.23,450.52,1369.89,31.607,24.684,1.205,1.1408,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,1,0,7.319,445.56,1382.42,31.373,24.852,1.23,1.1641,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,2,0,7.261,467.46,1331.49,30.147,24.798,1.222,1.1206,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,3,0,7.253,472.87,1335.18,28.201,24.948,1.206,1.1306,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,4,0,7.283,471.45,1380.75,27.991,25.023,1.232,1.1266,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,5,0,7.34,458.88,1380.54,26.759,24.875,1.227,1.1165,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,6,0,7.314,481.96,1353.68,24.807,25.014,1.242,1.1575,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,7,0,7.327,488.73,1360.87,24.667,24.877,1.256,1.1148,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,8,0,7.374,485.92,1388.56,23.641,25.074,1.243,1.0912,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,9,0,7.376,510.81,1369.45,23.191,25.092,1.245,1.1213,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,10,0,7.369,505.94,1420.42,24.01,25.157,1.242,1.086,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,11,0,7.366,501.85,1359.22,20.771,25.157,1.252,1.1129,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,12,1,7.328,502.59,1367.51,22.648,25.131,1.267,1.0867,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,13,1,7.373,505.32,1395.97,20.835,25.24,1.23,1.0314,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,14,1,7.346,526.03,1382.52,18.741,25.29,1.25,1.0556,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,15,1,7.325,518.08,1404.29,18.863,25.272,1.275,1.0242,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,16,1,7.327,520.12,1387.15,16.376,25.293,1.206,1.0688,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,17,1,7.341,536.57,1403.44,17.319,25.28,1.215,1.053,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,18,1,7.31,523.8,1351.61,14.997,25.362,1.194,1.0264,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,19,1,7.264,532.87,1382.82,16.753,25.51,1.208,1.0398,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,20,1,7.278,542.97,1349.56,14.413,25.379,1.192,1.0078,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,21,1,7.19,545.33,1367.57,13.783,25.327,1.165,0.9952,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,22,1,7.232,538.81,1371.2,14.964,25.363,1.16,1.0332,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,23,1,7.231,542.91,1370.16,14.073,25.586,1.181,1.0417,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,24,2,7.182,541.23,1383.72,15.091,25.637,1.15,1.0167,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,25,2,7.206,561.13,1348.47,13.48,25.594,1.166,0.9665,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,26,2,7.188,551.97,1368.87,14.173,25.596,1.172,1.0071,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,27,2,7.205,533.94,1332.03,12.121,25.54,1.16,0.9312,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,28,2,7.166,550.54,1346.49,11.701,25.599,1.138,0.9792,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,29,2,7.145,559.08,1346.47,13.247,25.836,1.167,1.0015,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,30,2,7.157,563.98,1335.6,13.309,25.683,1.129,0.962,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,31,2,7.093,557.55,1339.74,9.423,25.806,1.173,0.9512,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,32,2,7.122,563.79,1313.9,9.647,25.886,1.187,0.9406,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,33,2,7.134,566.96,1344.43,10.899,25.847,1.177,0.9001,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,34,2,7.138,561.27,1328.54,8.167,25.896,1.152,0.9351,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B001,35,2,7.076,561.87,1312.03,9.342,25.744,1.19,0.9022,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B002,0,0,7.279,358.88,1343.74,33.106,24.739,1.191,1.1261,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,1,0,7.237,369.15,1341.76,30.192,24.764,1.226,1.0936,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,2,0,7.266,372.94,1364.37,30.887,24.819,1.197,1.0664,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,3,0,7.315,379.5,1369.11,29.492,24.978,1.209,1.0397,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,4,0,7.315,389.75,1339.23,28.878,24.788,1.229,1.0177,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,5,0,7.343,398.37,1352.36,27.145,25.053,1.226,0.9953,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,6,0,7.305,398.98,1345.11,24.476,25.032,1.223,0.9302,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,7,0,7.367,398.84,1376.79,25.869,24.921,1.227,0.9915,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,8,0,7.296,406.04,1357.38,23.495,25.137,1.246,0.8942,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,9,0,7.414,427.88,1373.91,24.773,25.139,1.261,0.9017,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,10,0,7.367,441.87,1393.4,22.346,24.988,1.257,0.9003,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,11,0,7.406,441.59,1401.64,21.816,25.163,1.242,0.8827,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,12,1,7.383,444.9,1375.22,21.371,25.149,1.23,0.8526,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,13,1,7.388,443.59,1420.24,20.571,25.275,1.251,0.7868,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,14,1,7.294,456.44,1386.28,19.156,25.261,1.241,0.8166,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,15,1,7.317,468.93,1356.25,19.717,25.206,1.242,0.7913,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,16,1,7.35,474.27,1385.95,16.555,25.224,1.186,0.7525,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,17,1,7.298,470.95,1386.85,17.88,25.183,1.219,0.7453,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,18,1,7.347,490.26,1381.79,17.725,25.266,1.197,0.7785,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,19,1,7.24,474.11,1377.72,17.212,25.325,1.199,0.7288,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,20,1,7.33,481.15,1364.84,16.891,25.482,1.183,0.7064,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,21,1,7.263,485.17,1338.34,15.538,25.425,1.163,0.679,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,22,1,7.218,483.02,1361.62,16.526,25.55,1.159,0.6942,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,23,1,7.221,502.66,1378.72,15.361,25.572,1.162,0.6334,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,24,2,8.274,497.73,4985.31,37.796,25.543,1.193,0.8662,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,25,2,8.274,491.15,4963.55,35.918,25.537,1.147,0.8373,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,26,2,8.276,509.48,4946.49,35.664,25.568,1.147,0.8563,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,27,2,8.239,506.27,4953.93,31.966,25.687,1.174,0.7402,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,28,2,8.117,503.7,4969.31,34.321,25.686,1.138,0.7657,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,29,2,8.213,499.68,4968.61,34.168,25.66,1.138,0.8175,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,30,2,8.188,498.3,4924.9,31.582,25.764,1.134,0.761,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,31,2,8.199,525.55,4909.28,33.3,25.69,1.153,0.6922,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,32,2,8.183,519.56,4937.42,32.94,25.697,1.134,0.7527,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,33,2,8.131,541.4,4919.79,30.406,25.857,1.163,0.7056,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,34,2,8.163,519.86,4894.19,32.597,25.919,1.172,0.6928,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B002,35,2,8.196,533.4,4923.87,31.219,25.881,1.16,0.7213,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B003,0,0,7.288,442.55,1324.3,30.721,24.807,1.206,1.1112,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,1,0,7.317,452.19,1329.31,31.393,24.858,1.21,1.1549,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,2,0,7.313,465.06,1349.12,30.587,24.846,1.192,1.0942,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,3,0,7.271,463.9,1364.59,27.119,24.797,1.211,1.1498,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,4,0,7.337,478.49,1381.79,26.71,24.796,1.227,1.1387,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,5,0,7.358,483.0,1366.59,27.178,24.933,1.246,1.1315,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,6,0,7.444,477.16,1335.03,25.406,24.963,1.23,1.073,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,7,0,7.391,492.51,1378.84,25.844,25.044,1.267,1.0802,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,8,0,7.314,496.58,1375.62,24.969,24.938,1.238,1.0807,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,9,0,7.404,488.39,1363.38,22.735,24.927,1.209,1.1418,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,10,0,7.383,495.18,1383.7,22.362,24.978,1.23,1.0703,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,11,0,7.396,497.61,1380.64,23.401,25.159,1.242,1.0855,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,12,1,7.388,506.52,1384.15,19.722,25.134,1.256,1.0516,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,13,1,7.348,495.91,1373.78,21.208,25.294,1.259,1.0491,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,14,1,7.363,518.0,1390.85,19.616,25.19,1.246,1.0698,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,15,1,7.33,527.62,1401.37,19.133,25.151,1.234,1.0387,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,16,1,7.38,527.52,1398.26,16.832,25.279,1.234,1.0563,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,17,1,7.272,521.96,1389.35,18.057,25.421,1.205,0.9696,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,18,1,7.33,524.52,1363.64,18.115,25.316,1.196,1.0331,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,19,1,7.288,527.8,1373.37,16.705,25.276,1.218,1.047,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,20,1,7.267,527.82,1389.58,16.617,25.366,1.206,0.9994,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,21,1,7.278,530.56,1392.31,16.002,25.477,1.2,1.0757,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,22,1,7.199,540.15,1334.25,14.596,25.425,1.154,1.0079,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,23,1,7.197,549.5,1361.56,14.895,25.371,1.189,0.9917,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,24,2,7.214,545.61,1362.64,15.51,25.507,1.158,0.973,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,25,2,7.191,543.68,1362.34,14.26,25.46,1.162,0.9754,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,26,2,7.157,538.57,1360.95,13.529,25.612,1.183,1.0004,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,27,2,7.14,553.37,1338.35,12.258,25.666,1.135,0.9428,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,28,2,7.157,546.79,1347.62,13.325,25.753,1.148,0.9923,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,29,2,7.175,559.38,1329.92,10.608,25.686,1.154,0.9815,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,30,2,7.142,555.6,1332.89,11.814,25.784,1.121,0.9789,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,31,2,7.137,550.28,1336.5,11.148,25.688,1.155,0.9511,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,32,2,7.112,558.2,1349.16,10.568,25.864,1.15,0.9272,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,33,2,7.144,569.68,1312.94,10.286,25.729,1.165,0.9789,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,34,2,7.149,561.8,1335.44,11.667,25.791,1.168,0.9287,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B003,35,2,7.175,570.36,1332.49,8.735,25.89,1.177,0.8959,synthetic_template,,LC-SIM-01,,,5.206,6.508,,,0.116
B004,0,0,7.319,233.62,1328.53,31.429,24.739,1.221,1.1766,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,1,0,7.331,232.61,1353.58,30.346,24.931,1.221,1.1548,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,2,0,7.248,250.4,1324.61,30.319,24.8,1.214,1.159,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,3,0,7.328,249.18,1315.31,28.799,24.973,1.236,1.1218,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,4,0,7.32,232.72,1336.78,26.562,24.812,1.225,1.1268,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,5,0,7.367,249.74,1362.68,27.152,24.987,1.233,1.1078,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,6,0,7.351,248.66,1386.09,26.428,24.957,1.221,1.092,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,7,0,7.321,241.03,1345.42,26.104,24.879,1.256,1.0817,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,8,0,7.352,261.98,1383.68,23.919,24.953,1.25,1.0401,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,9,0,7.331,270.52,1367.74,21.496,24.99,1.231,1.0728,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,10,0,7.374,266.38,1376.31,22.987,25.147,1.255,1.0647,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,11,0,7.356,265.38,1391.29,21.198,25.128,1.237,1.0804,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,12,1,7.434,264.49,1372.23,20.718,24.975,1.234,1.0498,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,13,1,7.399,268.91,1367.32,20.027,25.359,1.251,0.9816,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,14,1,7.354,266.23,1376.73,19.289,25.293,1.239,1.0348,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,15,1,7.37,279.87,1381.69,18.45,25.14,1.246,1.0504,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,16,1,7.307,277.14,1410.82,16.905,25.312,1.226,0.9872,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,17,1,7.342,278.11,1394.53,18.728,25.283,1.217,1.0317,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,18,1,7.365,288.76,1356.88,18.645,25.35,1.217,1.0152,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,19,1,7.249,275.16,1365.01,16.472,25.391,1.206,0.9869,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,20,1,7.273,277.06,1372.09,16.168,25.452,1.183,1.0113,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,21,1,7.264,269.51,1372.58,14.881,25.392,1.161,0.9327,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,22,1,7.29,275.08,1376.14,14.769,25.341,1.172,0.9158,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,23,1,7.261,286.81,1366.61,13.701,25.509,1.153,0.9631,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,24,2,7.267,272.13,1366.97,13.038,25.669,1.154,0.9407,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,25,2,7.186,285.44,1361.29,14.24,25.582,1.176,0.9008,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,26,2,7.211,285.68,1316.6,12.914,25.52,1.174,0.9409,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,27,2,7.203,284.89,1360.76,12.073,25.657,1.152,0.8993,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,28,2,7.189,282.24,1355.31,11.99,25.629,1.159,0.933,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,29,2,7.122,277.39,1343.2,11.62,25.688,1.16,0.8954,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,30,2,7.137,305.92,1299.26,9.854,25.675,1.162,0.8855,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,31,2,7.104,291.85,1336.88,11.004,25.853,1.155,0.8884,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,32,2,7.073,297.85,1330.36,8.945,25.849,1.149,0.9052,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,33,2,7.12,288.05,1337.8,10.343,25.765,1.177,0.8572,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,34,2,7.131,286.66,1315.42,9.934,25.78,1.152,0.8914,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B004,35,2,7.144,277.94,1342.29,9.188,25.904,1.183,0.8698,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,0,0,7.273,239.12,1341.21,30.095,24.748,1.224,1.1258,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,1,0,7.315,222.08,1356.96,30.61,24.869,1.195,1.1536,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,2,0,7.306,240.04,1366.31,29.753,25.003,1.209,1.2166,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,3,0,7.243,256.75,1340.99,29.415,24.768,1.254,1.1165,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,4,0,7.281,245.49,1322.49,27.779,24.815,1.211,1.1569,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,5,0,7.315,251.8,1346.64,27.455,25.009,1.234,1.1136,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,6,0,7.28,254.13,1395.25,24.388,24.968,1.241,1.1109,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,7,0,7.328,248.95,1349.11,23.695,24.931,1.243,1.0698,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,8,0,7.387,238.97,1375.35,25.992,25.011,1.252,1.0636,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,9,0,7.366,263.85,1365.48,23.36,25.094,1.258,1.0864,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,10,0,7.332,261.33,1387.84,23.626,25.08,1.279,1.0778,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,11,0,7.333,274.96,1386.0,22.395,25.236,1.25,1.0657,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,12,1,7.409,274.9,1388.99,19.846,25.116,1.257,1.0206,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,13,1,7.419,267.86,1405.83,20.859,25.223,1.246,1.0331,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
B005,14,1,7.341,260.16,1369.34,21.143,25.191,1.224,1.0002,synthetic_template,,LC-SIM-01,,,3.093,3.866,,,0.005
